step_name,loss
865,0.184936
866,0.181885
867,0.124294
868,0.204387
869,0.154117
870,0.103189
871,0.135178
872,0.157582
873,0.136552
874,0.177258
875,0.137614
876,0.097901
877,0.117257
878,0.198096
879,0.168757
880,0.052498
881,0.209637
882,0.130817
883,0.146189
884,0.148974
885,0.143649
886,0.129068
887,0.217048
888,0.185747
889,0.142771
890,0.194534
891,0.175814
892,0.122792
893,0.194658
894,0.112231
895,0.203200
896,0.152841
897,0.162955
898,0.196006
899,0.153619
900,0.172260
901,0.123254
902,0.085537
903,0.083287
904,0.164674
905,0.083236
906,0.107808
907,0.148635
908,0.149165
909,0.154137
910,0.107546
911,0.123091
912,0.059786
913,0.053709
914,0.086144
915,0.048394
916,0.057870
917,0.094876
918,0.055138
919,0.085338
920,0.066883
921,0.067596
922,0.106802
923,0.108192
924,0.051066
925,0.101186
926,0.079112
927,0.086425
928,0.072961
929,0.051736
930,0.089327
931,0.104533
932,0.075312
933,0.082543
934,0.065338
935,0.099099
936,0.077193
937,0.084227
938,0.107052
939,0.088741
940,0.047786
941,0.051078
942,0.079197
943,0.132589
944,0.073002
945,0.112228
946,0.118845
947,0.074066
948,0.090709
949,0.075213
950,0.049750
951,0.065067
952,0.083703
953,0.107845
954,0.094076
955,0.095476
956,0.101127
957,0.053603
958,0.067221
959,0.089191
960,0.110216
961,0.069864
962,0.052872
963,0.096893
964,0.079779
965,0.074323
966,0.098633
967,0.116880
968,0.058000
969,0.093268
970,0.091759
971,0.076443
972,0.102244
973,0.104360
974,0.064309
975,0.074777
976,0.108002
977,0.066548
978,0.124806
979,0.074189
980,0.083423
981,0.111306
982,0.076288
983,0.112286
984,0.093023
985,0.116886
986,0.173824
987,0.070472
988,0.074149
989,0.095050
990,0.083636
991,0.098250
992,0.072434
993,0.102614
994,0.067161
995,0.083435
996,0.083316
997,0.073080
998,0.153914
999,0.101313
