step_name,loss
145,0.252986
146,0.135128
147,0.134553
148,0.131840
149,0.199015
150,0.130228
151,0.250612
152,0.223468
153,0.124116
154,0.230044
155,0.177481
156,0.210933
157,0.129469
158,0.199779
159,0.138950
160,0.252393
161,0.133826
162,0.129974
163,0.130969
164,0.132833
165,0.149975
166,0.257374
167,0.244058
168,0.194667
169,0.134634
170,0.123010
171,0.135203
172,0.124581
173,0.127566
174,0.165536
175,0.128394
176,0.151471
177,0.189649
178,0.182582
179,0.176087
180,0.188083
181,0.119768
182,0.133002
183,0.114588
184,0.152482
185,0.207263
186,0.201511
187,0.123715
188,0.112643
189,0.219055
190,0.221838
191,0.133006
192,0.211012
193,0.113874
194,0.186740
195,0.119081
196,0.148857
197,0.133244
198,0.124847
199,0.151071
200,0.137819
201,0.124449
202,0.135538
203,0.145512
204,0.148510
205,0.176970
206,0.121427
207,0.215967
208,0.134289
209,0.129825
210,0.172910
211,0.194907
212,0.176814
213,0.164778
214,0.155921
215,0.145115
216,0.123597
217,0.122230
218,0.163409
219,0.114083
220,0.128941
221,0.175199
222,0.153947
223,0.121498
224,0.224356
225,0.147273
226,0.111569
227,0.239180
228,0.224970
229,0.177200
230,0.212758
231,0.140764
232,0.155595
233,0.127919
234,0.127806
235,0.205869
236,0.118369
237,0.169122
238,0.118753
239,0.224785
240,0.209696
241,0.152263
242,0.124992
243,0.124446
244,0.193874
245,0.140344
246,0.129762
247,0.181715
248,0.115974
249,0.164413
250,0.146104
251,0.175144
252,0.156128
253,0.180540
254,0.251010
255,0.185871
256,0.210968
257,0.154498
258,0.122866
259,0.145684
260,0.145769
261,0.140574
262,0.136150
263,0.134986
264,0.144738
265,0.203209
266,0.130062
267,0.120008
268,0.125225
269,0.164811
270,0.142574
271,0.167840
272,0.207928
273,0.153725
274,0.194608
275,0.134163
276,0.145713
277,0.141728
278,0.179945
279,0.131768
280,0.148640
281,0.124053
282,0.118241
283,0.144927
284,0.142907
285,0.117108
286,0.173040
287,0.159634
288,0.142898
289,0.172325
290,0.185971
291,0.121414
292,0.202301
293,0.252614
294,0.136827
295,0.124798
296,0.131090
297,0.146335
298,0.204664
299,0.149758
300,0.244275
301,0.127281
302,0.169149
303,0.120838
304,0.130662
305,0.135329
306,0.224476
307,0.201925
308,0.121738
309,0.171964
310,0.120049
311,0.173036
312,0.151434
313,0.119022
314,0.122974
315,0.129765
316,0.123232
317,0.266570
318,0.178501
319,0.217471
320,0.178660
321,0.134415
322,0.262005
323,0.230113
324,0.122944
325,0.127546
326,0.152916
327,0.127307
328,0.233219
329,0.165200
330,0.132165
331,0.166130
332,0.121054
333,0.204895
334,0.150487
335,0.151731
336,0.146827
337,0.161397
338,0.219114
339,0.192935
340,0.209402
341,0.154459
342,0.150973
343,0.204448
344,0.134461
345,0.188149
346,0.133886
347,0.123158
348,0.142112
349,0.142755
350,0.189486
351,0.167715
352,0.125253
353,0.205337
354,0.119279
355,0.174004
356,0.113396
357,0.258742
358,0.131848
359,0.136366
360,0.211204
361,0.118679
362,0.142839
363,0.130300
364,0.226582
365,0.135983
366,0.131497
367,0.132652
368,0.243436
369,0.144057
370,0.141476
371,0.135178
372,0.154422
373,0.160074
374,0.176345
375,0.210845
376,0.138893
377,0.184904
378,0.139641
379,0.142778
380,0.153555
381,0.109760
382,0.216699
383,0.213462
384,0.121422
385,0.186937
386,0.206123
387,0.138579
388,0.197945
389,0.145125
390,0.171051
391,0.165765
392,0.213621
393,0.137843
394,0.125228
395,0.218839
396,0.117481
397,0.187634
398,0.201886
399,0.116475
400,0.120229
401,0.136239
402,0.180502
403,0.187397
404,0.206224
405,0.113207
406,0.147066
407,0.170935
408,0.146397
409,0.126548
410,0.184599
411,0.175690
412,0.214566
413,0.145107
414,0.211330
415,0.206485
416,0.138176
417,0.171532
418,0.187428
419,0.179548
420,0.168244
421,0.156619
422,0.200574
423,0.157655
424,0.118959
425,0.142336
426,0.144827
427,0.119976
428,0.141064
429,0.204691
430,0.177082
431,0.258346
432,0.125561
433,0.180602
434,0.125678
435,0.163715
436,0.202327
437,0.129833
438,0.181588
439,0.120922
440,0.163850
441,0.119006
442,0.127315
443,0.127576
444,0.214640
445,0.123305
446,0.129257
447,0.181507
448,0.144050
449,0.145266
450,0.119036
451,0.155650
452,0.197182
453,0.193354
454,0.209759
455,0.168876
456,0.143962
457,0.170138
458,0.146330
459,0.155085
460,0.153854
461,0.122277
462,0.136279
463,0.169359
464,0.199439
465,0.116397
466,0.247582
467,0.122825
468,0.196025
469,0.174015
470,0.137854
471,0.111721
472,0.137822
473,0.197000
474,0.143862
475,0.177087
476,0.231697
477,0.118287
478,0.192052
479,0.115625
480,0.121104
481,0.170871
482,0.120803
483,0.121156
484,0.132317
485,0.155654
486,0.177144
487,0.120918
488,0.245347
489,0.257050
490,0.176481
491,0.155396
492,0.170352
493,0.144631
494,0.117331
495,0.159583
496,0.195093
497,0.136315
498,0.205815
499,0.118339
500,0.205815
501,0.133485
502,0.125387
503,0.183371
504,0.150191
505,0.237577
506,0.177883
507,0.230073
508,0.193259
509,0.151574
510,0.199635
511,0.131348
512,0.183482
513,0.198771
514,0.202573
515,0.160368
516,0.198197
517,0.119085
518,0.126288
519,0.158389
520,0.131176
521,0.170931
522,0.177462
523,0.142031
524,0.139790
525,0.123986
526,0.201983
527,0.141090
528,0.238265
529,0.117993
530,0.123489
531,0.172615
532,0.128214
533,0.221572
534,0.126153
535,0.155634
536,0.126901
537,0.188165
538,0.221296
539,0.188680
540,0.212598
541,0.136254
542,0.178666
543,0.206686
544,0.135281
545,0.223501
546,0.127762
547,0.130175
548,0.214738
549,0.130797
550,0.193655
551,0.205901
552,0.161455
553,0.139011
554,0.118333
555,0.134343
556,0.131503
557,0.157882
558,0.173326
559,0.136964
560,0.154573
561,0.148790
562,0.134384
563,0.125586
564,0.136246
565,0.148323
566,0.212836
567,0.178618
568,0.205703
569,0.172500
570,0.253147
571,0.225611
572,0.215177
573,0.234258
574,0.142167
575,0.226196
576,0.240482
577,0.240677
578,0.217981
579,0.285698
580,0.155137
581,0.236520
582,0.214828
583,0.258443
584,0.243689
585,0.270494
586,0.233971
587,0.172016
588,0.246523
589,0.262369
590,0.273175
591,0.237768
592,0.264937
593,0.247955
594,0.249930
595,0.322586
596,0.201920
597,0.136306
598,0.247445
599,0.235479
600,0.148738
601,0.251524
602,0.249489
603,0.227478
604,0.230715
605,0.234264
606,0.239144
607,0.220645
608,0.199220
609,0.150561
610,0.142991
611,0.159278
612,0.221584
613,0.191637
614,0.238530
615,0.229293
616,0.222793
617,0.238478
618,0.254878
619,0.217536
620,0.230683
621,0.166010
622,0.246404
623,0.230202
624,0.196246
625,0.221493
626,0.271474
627,0.219870
628,0.242107
629,0.228723
630,0.239325
631,0.184085
632,0.247703
633,0.216043
634,0.264510
635,0.236356
636,0.143271
637,0.167985
638,0.225025
639,0.227857
640,0.235113
641,0.234924
642,0.166133
643,0.237435
644,0.243998
645,0.247191
646,0.244560
647,0.229006
648,0.209125
649,0.214766
650,0.185357
651,0.248896
652,0.153601
653,0.206921
654,0.240677
655,0.237608
656,0.242465
657,0.238073
658,0.258750
659,0.221965
660,0.236195
661,0.230614
662,0.213684
663,0.230514
664,0.221928
665,0.232241
666,0.266681
667,0.258832
668,0.174296
669,0.220091
670,0.267792
671,0.216578
672,0.224667
673,0.233116
674,0.219064
